,Unnamed: 0_x_x,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,DRONE,NO_DRONE,SUSPECTED_DRONE,AlviraTracksTrack_Score,AlviraTracksTrack_Reflection,LABEL,datetime(utc),Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0_y_x,total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,Arcus_OperationalState_NaN,Arcus_OperationalState_Idle,Arcus_OperationalState_Operational,Arcus_Classification_NaN,Arcus_Classification_UNKNOWN,Arcus_Classification_VEHICLE,Arcus_Classification_OTHER,Arcus_Classification_DRONE,Arcus_Classification_SUSPECTED_DRONE,Arcus_Classification_HELICOPTER,Arcus_Alarm_NaN,Arcus_Alarm_FALSE,Arcus_Alarm_TRUE,Unnamed: 0_x_y,total in seconds_x,Diana_time,DianaSensorPosition_latitude_deg,DianaSensorPosition_longitude_deg,DianaSensorPosition_altitude_m,DianaTargets_band,DianaTarget_ID,DianaTargetsTargetSignal_snr_dB,DianaTargetsTargetSignal_bearing_deg,DianaTargetsTargetSignal_range_m,DianaTargetsTargetClassification_score,channels_x,DianaTarget_Aircraft,DianaTarget_Controller,DianaTarget_None,DianaClasssification_Unknown,DianaClasssification_DJI-MAVIC-PRO-PLATINUM,DianaClasssification_Wifi-Bluetooth,DianaClasssification_DJI-MAVIC-2-PRO,DianaClasssification_DJI-Phantom-4F,DianaClasssification_Parrot-ANAFI,DianaClasssification_DJI-Phantom-4E,DianaClasssification_SPEKTRUM-DX5e,DianaClasssification_SYMA-X8HW,DianaClasssification_DJI-MAVIC-AIR,DianaClasssification_None,DianaClasssification_VISUO-Zen,Unnamed: 0_y_y,total in seconds_y,channels_y,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_RadioId,VenusTrigger_Frequency,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation,DJI OcuSync,DJI Mavic Mini,Cheerson Leopard 2,DJI Mavic Pro long,nan,DJI Mavic Pro short,Hubsan,Futaba FASST-7CH Var. 1,"AscTec Falcon 8 Downlink, DJI Mavic Mini",DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,"DJI Mavic Mini, MJX R/C Technic",Udi R/C 818A,MJX R/C Technic,TT Robotix Ghost,Udi R/C,"DJI Mini, DJI Phantom 4 Pro/Mavic Pro, DJI Phantom 4/Mavic Pro","DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",Spektrum DSMX downlink,Spektrum DSMX 12CH uplink,MJX X901,"DJI Mavic Pro long, DJI Phantom 4/Mavic Pro,DJI Phantom/Mavic Pro",AscTec Falcon 8 Downlink,VenusName NaN,ISM 2.4 GHz,ISM 5.8 GHz,FreqBand_Null,Unnamed: 0,latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:19:42,7.000000,103.000000,103.000000,1601381982.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.520444,5.864869,6.803405,12.233667,0.510688,2.838366,1.003632,0.045217,10.304298,1.174118,6.000000,-31.123526,0.000000,0.785398,0.471239,3.600000,0.800000,0.000000,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,385.000000,1601381982.000000,738063.600000,51.519137,5.857951,31.000000,2.000000,1001.000000,26.299288,61.100420,86.000000,0.300000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,453.000000,1601381982.000000,0.000000,0.000000,FHSS,210.000000,2440000000.000000,1601391964946692.000000,1601392483275993.000000,228.200000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5263,51.518395,5.855400,39.800000,0.000000,4.390000,217.470000,40.100000,40.100000,17.280000,991.140000,526274,2020-09-29 14:19:42.922,18,0,0,11.761000,51.519506,5.857977,-2.200000,-3.800000,0.000000,1.700000,11.600000,123.900000,0,1,0,67,100,-7606,2487,11761,3061.500000,8,WP,1,0,0,0,0,0,0,1601381982921,3859,3860,3848,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-17.000000,116.000000,1239.000000,-87.000000,0.000000,1247.000000,14,398.000000,43.910000,2174.700000,-22.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:20:45,21.000000,5247.500000,5247.500000,1601382045.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.521865,5.867892,85.194533,167.902978,-1.312632,9.806771,-28.940927,0.502829,0.378834,0.043166,0.220588,-1.144247,0.000000,0.028875,0.017325,0.507353,0.992647,0.000000,0.007353,0.029412,0.522059,0.014706,0.433824,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,443.000000,1601382045.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12000.000000,25.139222,94.690846,98.000000,0.319347,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,524.000000,1601382045.000000,0.000000,0.000000,FHSS,213.000000,2440000000.000000,1601391165583404.000000,1601392547321643.000000,331.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5893,51.517085,5.851890,40.000000,0.000000,4.440000,501.090000,40.100000,40.100000,17.280000,991.140000,589279,2020-09-29 14:20:45.926,18,0,0,11.529000,51.519506,5.857977,-2.300000,-3.800000,0.000000,6.400000,7.000000,97.300000,0,1,0,64,100,-7638,2368,11529,3061.500000,8,WP,1,0,0,0,0,0,0,1601382045926,3846,3846,3835,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-64.000000,70.000000,973.000000,-87.000000,0.000000,978.000000,14,400.000000,44.420000,5010.870000,-23.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:19:42,7.000000,103.000000,103.000000,1601381982.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.520444,5.864869,6.803405,12.233667,0.510688,2.838366,1.003632,0.045217,10.304298,1.174118,6.000000,-31.123526,0.000000,0.785398,0.471239,3.600000,0.800000,0.000000,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,385.000000,1601381982.000000,738063.600000,51.519137,5.857951,31.000000,2.000000,1001.000000,26.299288,61.100420,86.000000,0.300000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,452.000000,1601381982.000000,0.000000,1.000000,FHSS,208.000000,2440000000.000000,1601391908790885.000000,1601392483656714.000000,229.700000,1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5263,51.518395,5.855400,39.800000,0.000000,4.390000,217.470000,40.100000,40.100000,17.280000,991.140000,526274,2020-09-29 14:19:42.922,18,0,0,11.761000,51.519506,5.857977,-2.200000,-3.800000,0.000000,1.700000,11.600000,123.900000,0,1,0,67,100,-7606,2487,11761,3061.500000,8,WP,1,0,0,0,0,0,0,1601381982921,3859,3860,3848,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-17.000000,116.000000,1239.000000,-87.000000,0.000000,1247.000000,14,398.000000,43.910000,2174.700000,-22.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
60,333.000000,51.520480,5.861315,24.793361,240.852463,0.000000,4.423107,1.000000,0.000000,0.000000,0.999998,24.902042,1.000000,2020-09-29 12:17:58,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,314.000000,1601381878.000000,0.000000,1.000000,FHSS,208.000000,2440000000.000000,1601391908790885.000000,1601392379731571.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4223,51.520559,5.861194,39.900000,0.000000,4.390000,252.170000,40.100000,40.100000,17.280000,991.140000,422280,2020-09-29 14:17:58.927,18,0,0,11.846000,51.519506,5.857977,-2.200000,-3.800000,0.000000,-2.800000,7.900000,167.500000,0,1,0,73,100,-7414,2722,11846,3041.500000,8,WP,1,0,0,0,0,0,0,1601381878927,3907,3907,3898,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,28.000000,79.000000,1675.000000,-87.000000,0.000000,1692.000000,14,399.000000,43.910000,2521.680000,-22.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
51,329.000000,51.520579,5.861626,26.297121,243.470367,0.000000,3.992276,1.000000,0.000000,0.000000,0.999996,25.126793,1.000000,2020-09-29 12:17:53,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,309.000000,1601381873.000000,0.000000,0.000000,FHSS,210.000000,2440000000.000000,1601391964946692.000000,1601392374900850.000000,55.300000,1.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,4173,51.520664,5.861472,39.900000,0.000000,4.410000,274.630000,40.100000,40.100000,17.280000,991.140000,417277,2020-09-29 14:17:53.925,18,0,0,11.909000,51.519506,5.857977,-2.400000,-3.700000,0.000000,-3.100000,7.100000,169.600000,0,1,0,73,100,-7692,2728,11909,3041.500000,8,WP,1,0,0,0,0,0,0,1601381873924,3907,3907,3898,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,31.000000,71.000000,1696.000000,-87.000000,0.000000,1714.000000,14,399.000000,44.100000,2746.310000,-24.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
271,426.000000,51.518237,5.854497,47.450869,239.138199,0.000000,4.360360,1.000000,0.000000,0.000000,0.999987,18.409023,1.000000,2020-09-29 12:19:57,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,469.000000,1601381997.000000,0.000000,1.000000,FHSS,208.000000,2440000000.000000,1601391908790885.000000,1601392498584223.000000,230.000000,0.400000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5413,51.518084,5.854562,40.000000,0.000000,4.440000,285.060000,40.100000,40.100000,17.280000,991.140000,541289,2020-09-29 14:19:57.936,18,0,0,11.656000,51.519506,5.857977,-2.300000,-3.800000,0.000000,2.200000,10.400000,116.900000,0,1,0,66,100,-7708,2458,11656,3061.500000,8,WP,1,0,0,0,0,0,0,1601381997936,3860,3860,3849,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-22.000000,104.000000,1169.000000,-87.000000,0.000000,1184.000000,14,400.000000,44.420000,2850.650000,-23.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
75,342.000000,51.520278,5.860668,22.227986,246.630737,0.000000,3.782332,1.000000,0.000000,0.000000,0.999883,24.431559,1.000000,2020-09-29 12:18:10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,322.000000,1601381890.000000,0.000000,1.000000,FHSS,206.000000,2440000000.000000,1601370481734079.000000,1601392391507138.000000,144.900000,0.700000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4343,51.520311,5.860524,39.900000,0.000000,4.360000,198.140000,40.100000,40.100000,17.280000,991.140000,434276,2020-09-29 14:18:10.924,18,0,0,11.824000,51.519506,5.857977,-2.300000,-3.700000,0.000000,-3.900000,6.600000,162.500000,0,1,0,72,100,-7142,2681,11824,3051.500000,8,WP,1,0,0,0,0,0,0,1601381890923,3898,3897,3886,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,39.000000,66.000000,1625.000000,-87.000000,0.000000,1639.000000,14,399.000000,43.570000,1981.430000,-23.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
72,341.000000,51.520309,5.860751,22.462851,258.423370,0.000000,2.447750,1.000000,0.000000,0.000000,0.999899,24.481671,1.000000,2020-09-29 12:18:09,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,308.000000,1601381889.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12000.000000,17.221725,54.605198,245.000000,0.380917,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,319.000000,1601381889.000000,0.000000,1.000000,0,281474977710660.000000,2406500000.000000,1601392161270569.000000,1601392392980669.000000,56.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4333,51.520331,5.860579,39.900000,0.000000,4.390000,202.580000,40.100000,40.100000,17.280000,991.140000,433280,2020-09-29 14:18:09.928,18,0,0,11.824000,51.519506,5.857977,-2.200000,-3.800000,0.000000,-3.700000,6.200000,162.800000,0,1,0,72,100,-7142,2681,11824,3051.500000,8,WP,1,0,0,0,0,0,0,1601381889927,3898,3897,3886,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,37.000000,62.000000,1628.000000,-87.000000,0.000000,1641.000000,14,399.000000,43.910000,2025.760000,-22.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
217,402.000000,51.518830,5.856153,35.810915,244.424194,0.000000,4.536193,1.000000,0.000000,0.000000,0.998061,14.806518,1.000000,2020-09-29 12:19:27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,373.000000,1601381967.000000,738063.600000,51.519137,5.857951,31.000000,3.000000,0.000000,24.252168,55.529137,109.000000,0.300000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,424.000000,1601381967.000000,0.000000,1.000000,FHSS,220.000000,2440000000.000000,1601392465679160.000000,1601392468684524.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5113,51.518707,5.856234,40.000000,0.000000,4.390000,150.160000,40.100000,40.100000,17.280000,991.140000,511273,2020-09-29 14:19:27.921,18,0,0,11.571000,51.519506,5.857977,-2.200000,-3.800000,0.000000,1.100000,10.300000,130.000000,0,1,0,68,100,-7282,2518,11571,3061.500000,8,WP,1,0,0,0,0,0,0,1601381967920,3862,3861,3850,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-11.000000,103.000000,1300.000000,-87.000000,0.000000,1311.000000,14,400.000000,43.910000,1501.590000,-22.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
178,390.000000,51.519140,5.856970,30.257970,217.484329,0.000000,3.276120,1.000000,0.000000,0.000000,0.971787,9.963261,1.000000,2020-09-29 12:19:11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,404.000000,1601381951.000000,0.000000,1.000000,FHSS,209.000000,2440000000.000000,1601391908794885.000000,1601392453035529.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4953,51.519040,5.857125,40.000000,0.000000,4.390000,78.730000,40.100000,40.100000,17.280000,991.140000,495285,2020-09-29 14:19:11.933,18,0,0,11.719000,51.519506,5.857977,-2.200000,-3.800000,0.000000,-0.200000,8.700000,136.600000,0,1,0,69,100,-6322,2551,11719,3061.500000,8,WP,1,0,0,0,0,0,0,1601381951932,3870,3870,3858,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,2.000000,87.000000,1366.000000,-87.000000,0.000000,1379.000000,14,400.000000,43.910000,787.290000,-22.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:23:32,44.000000,18079.500000,18079.500000,1601382212.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.520323,5.864869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.760745,2.935296,15.000000,-77.808815,0.000000,1.963495,1.178097,0.000000,0.500000,0.500000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,730.000000,1601382212.000000,0.000000,1.000000,FHSS,211.000000,2440000000.000000,1601391914062667.000000,1601392713724995.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,7561,51.519370,5.858010,39.800000,0.000000,4.720000,15.340000,40.100000,40.100000,17.280000,991.140000,756277,2020-09-29 14:23:32.924,18,0,0,11.297000,51.519506,5.857977,2.500000,4.000000,0.200000,37.900000,-1.900000,58.100000,0,1,0,55,100,-7836,2022,11297,3081.500000,8,Sport,1,1,0,0,0,0,0,1601382212924,3771,3771,3760,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-379.000000,-19.000000,581.000000,-657.000000,0.000000,601.000000,31,398.000000,47.210000,153.360000,25.000000,40.000000,2.000000,0,0.000000,0.000000,100,100,0,0,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
