,Unnamed: 0,time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,datetime(local),altitude(m)
651,651,96511,2020-09-29 12:00:08,51.5235555605746,5.86842859741654,171.28281388,163.99934908,89.6981656,269.82497681025,0,34.313093742,2661.04995392,16,0,0,271.41946505025004,172.87730212,35.248805744,2661.04995392,1.565858,2.9080220000000003,-0.223694,62.8,-3.0,10.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,269.82497681025,171.28281388,6,P-GPS,,2020-09-29 14:00:08,82.24265293176421
652,652,96721,2020-09-29 12:00:08,51.5236243230589,5.868625390549281,171.28281388,161.21063508,92.4868796,269.82497681025,0,34.313093742,2712.22777708,16,0,0,271.41946505025004,172.87730212,35.248805744,2712.22777708,1.565858,2.9080220000000003,-0.223694,62.8,-3.0,10.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,269.82497681025,171.28281388,6,P-GPS,,2020-09-29 14:00:08,82.24265293176421
653,653,96911,2020-09-29 12:00:08,51.5236243230589,5.868625390549281,172.18504488,162.11286608,92.4868796,270.72720781025004,0,34.197443944,2712.22777708,16,0,0,271.41946505025004,172.87730212,35.248805744,2712.22777708,1.565858,2.9080220000000003,0.0,63.4,-3.1,7.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,270.72720781025004,172.18504488,6,P-GPS,,2020-09-29 14:00:08,82.51765294056422
654,654,97112,2020-09-29 12:00:08,51.5236243230589,5.868625390549281,172.28018924,162.20801044,92.4868796,270.82235217025004,0,34.39407097,2712.22777708,16,0,0,271.41946505025004,172.87730212,35.248805744,2712.22777708,1.565858,3.131716,-0.223694,62.7,-4.8,7.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,270.82235217025004,172.28018924,6,P-GPS,,2020-09-29 14:00:08,82.54665294149221
655,655,97313,2020-09-29 12:00:08,51.5236243230589,5.868625390549281,172.58202652,162.50984772,92.4868796,271.12418945025,0,34.097452726,2712.22777708,16,0,0,271.41946505025004,172.87730212,35.248805744,2712.22777708,1.565858,2.9080220000000003,0.0,60.7,-5.1,4.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,271.12418945025,172.58202652,6,P-GPS,,2020-09-29 14:00:08,82.6386529444362
656,656,97387,2020-09-29 12:00:08,51.5236243230589,5.868625390549281,172.58202652,162.50984772,92.4868796,271.12418945025,0,34.097452726,2712.22777708,16,0,0,271.41946505025004,172.87730212,35.248805744,2712.22777708,1.565858,2.9080220000000003,0.0,60.7,-5.1,4.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,271.12418945025,172.58202652,6,P-GPS,,2020-09-29 14:00:08,82.6386529444362
657,662,98322,2020-09-29 12:00:09,51.52369017958261,5.86881810478698,173.82874572,159.13058252,97.112864,272.37090865025,0,34.477508832,2762.06701752,16,0,0,272.37090865025,173.82874572,35.248805744,2762.06701752,1.789552,2.9080220000000003,-0.223694,65.7,-2.2,7.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.37090865025,173.82874572,6,P-GPS,,2020-09-29 14:00:09,83.0186529565962
658,661,98118,2020-09-29 12:00:09,51.52369017958261,5.86881810478698,173.60236776,158.90420456,97.112864,272.14453069025,0,34.49920715,2762.06701752,16,0,0,272.14453069025,173.60236776,35.248805744,2762.06701752,1.789552,2.9080220000000003,-0.223694,65.4,-1.9,4.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.14453069025,173.60236776,6,P-GPS,,2020-09-29 14:00:09,82.94965295438821
659,660,97918,2020-09-29 12:00:09,51.52369017958261,5.86881810478698,173.24803704,158.54987384,97.112864,271.79019997025,0,34.460508088000005,2762.06701752,16,0,0,271.79019997025,173.24803704,35.248805744,2762.06701752,1.789552,2.9080220000000003,0.0,63.2,-3.3,6.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,271.79019997025,173.24803704,6,P-GPS,,2020-09-29 14:00:09,82.8416529509322
660,663,98463,2020-09-29 12:00:09,51.52369017958261,5.86881810478698,173.82874572,159.13058252,97.112864,272.37090865025,0,34.477508832,2762.06701752,16,0,0,272.37090865025,173.82874572,35.248805744,2762.06701752,1.789552,2.9080220000000003,-0.223694,65.7,-2.2,7.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.37090865025,173.82874572,6,P-GPS,,2020-09-29 14:00:09,83.0186529565962
661,658,97721,2020-09-29 12:00:09,51.52369017958261,5.86881810478698,172.55906064,157.86089744,97.112864,271.10122357025,0,34.445967978,2762.06701752,16,0,0,271.41946505025004,172.87730212,35.248805744,2762.06701752,1.565858,2.9080220000000003,0.0,60.5,-2.9,3.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,271.10122357025,172.55906064,6,P-GPS,,2020-09-29 14:00:09,82.6316529442122
662,657,97516,2020-09-29 12:00:09,51.5236243230589,5.868625390549281,172.55906064,162.48688184,92.4868796,271.10122357025,0,34.445967978,2712.22777708,16,0,0,271.41946505025004,172.87730212,35.248805744,2712.22777708,1.565858,2.9080220000000003,0.0,60.5,-2.9,3.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,271.10122357025,172.55906064,6,P-GPS,,2020-09-29 14:00:09,82.6316529442122
663,659,97722,2020-09-29 12:00:09,51.52369017958261,5.86881810478698,172.55906064,157.86089744,97.112864,271.10122357025,0,34.445967978,2762.06701752,16,0,0,271.41946505025004,172.87730212,35.248805744,2762.06701752,1.565858,2.9080220000000003,0.0,60.5,-2.9,3.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,271.10122357025,172.55906064,6,P-GPS,,2020-09-29 14:00:09,82.6316529442122
664,668,99124,2020-09-29 12:00:10,51.52375961754311,5.869010341945,175.67585864,159.86220984,98.2283496,274.21802157025,0,32.473881674,2812.50337084,16,0,0,274.21802157025,175.67585864,35.248805744,2812.50337084,1.565858,2.684328,-0.223694,60.5,-3.8,8.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.21802157025,175.67585864,6,P-GPS,,2020-09-29 14:00:10,83.58165297461221
665,667,98924,2020-09-29 12:00:10,51.52375961754311,5.869010341945,175.46916572,159.65551692,98.2283496,274.01132865025,0,33.031327122,2812.50337084,16,0,0,274.01132865025,175.46916572,35.248805744,2812.50337084,1.565858,2.9080220000000003,-0.223694,59.7,-2.6,4.7,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.01132865025,175.46916572,6,P-GPS,,2020-09-29 14:00:10,83.5186529725962
666,669,99324,2020-09-29 12:00:10,51.52375961754311,5.869010341945,176.10236784,160.28871904,98.2283496,274.64453077025,0,31.802128592,2812.50337084,16,0,0,274.64453077025,176.10236784,35.248805744,2812.50337084,1.565858,2.684328,0.0,60.9,-5.7,7.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.64453077025,176.10236784,6,P-GPS,,2020-09-29 14:00:10,83.71165297877221
667,665,98720,2020-09-29 12:00:10,51.52375961754311,5.869010341945,174.42257776,158.60892896,98.2283496,272.96474069025004,0,33.946459276,2812.50337084,16,0,0,272.96474069025004,174.42257776,35.248805744,2812.50337084,1.789552,2.9080220000000003,-0.223694,63.1,-1.6,7.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.96474069025004,174.42257776,6,P-GPS,,2020-09-29 14:00:10,83.19965296238821
668,664,98520,2020-09-29 12:00:10,51.52369017958261,5.86881810478698,174.42257776,159.72441456,97.112864,272.96474069025004,0,33.946459276,2762.06701752,16,0,0,272.96474069025004,174.42257776,35.248805744,2762.06701752,1.789552,2.9080220000000003,-0.223694,63.1,-1.6,7.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.96474069025004,174.42257776,6,P-GPS,,2020-09-29 14:00:10,83.19965296238821
669,666,98721,2020-09-29 12:00:10,51.52375961754311,5.869010341945,174.42257776,158.60892896,98.2283496,272.96474069025004,0,33.946459276,2812.50337084,16,0,0,272.96474069025004,174.42257776,35.248805744,2812.50337084,1.789552,2.9080220000000003,-0.223694,63.1,-1.6,7.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.96474069025004,174.42257776,6,P-GPS,,2020-09-29 14:00:10,83.19965296238821
670,670,99524,2020-09-29 12:00:11,51.52375961754311,5.869010341945,176.44685604,160.63320724,98.2283496,274.98901897025,0,31.649121896,2812.50337084,16,0,0,274.98901897025,176.44685604,35.248805744,2812.50337084,1.565858,2.684328,0.0,62.0,-5.3,7.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.98901897025,176.44685604,6,P-GPS,,2020-09-29 14:00:11,83.81665298213221
671,671,99532,2020-09-29 12:00:11,51.52375961754311,5.869010341945,176.44685604,160.63320724,98.2283496,274.98901897025,0,31.649121896,2812.50337084,16,0,0,274.98901897025,176.44685604,35.248805744,2812.50337084,1.565858,2.684328,0.0,62.0,-5.3,7.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.98901897025,176.44685604,6,P-GPS,,2020-09-29 14:00:11,83.81665298213221
672,672,99725,2020-09-29 12:00:11,51.5238246385337,5.86918511707998,176.44685604,162.33924404,96.5223128,274.98901897025,0,31.649121896,2858.72056392,16,0,0,274.98901897025,176.44685604,35.248805744,2858.72056392,1.565858,2.684328,0.0,62.0,-5.3,7.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.98901897025,176.44685604,6,P-GPS,,2020-09-29 14:00:11,83.81665298213221
673,673,99931,2020-09-29 12:00:11,51.5238246385337,5.86918511707998,176.7716592,162.66404719999997,96.5223128,275.31382213025,0,31.480904008000003,2858.72056392,16,0,0,275.31382213025,176.7716592,35.248805744,2858.72056392,1.565858,2.684328,0.0,61.5,-5.2,8.2,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,275.31382213025,176.7716592,6,P-GPS,,2020-09-29 14:00:11,83.9156529853002
674,674,100134,2020-09-29 12:00:11,51.5238246385337,5.86918511707998,176.49606864,162.38845664,96.5223128,275.03823157025,0,31.254078292,2858.72056392,16,0,0,275.31382213025,176.7716592,35.248805744,2858.72056392,1.565858,2.684328,0.0,59.9,-6.6,7.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,275.03823157025,176.49606864,6,P-GPS,,2020-09-29 14:00:11,83.8316529826122
675,675,100334,2020-09-29 12:00:11,51.5238246385337,5.86918511707998,176.4599794,162.35236740000002,96.5223128,275.00214233025,0,31.522511092,2858.72056392,16,0,0,275.31382213025,176.7716592,35.248805744,2858.72056392,1.565858,2.684328,0.223694,58.6,-6.4,4.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,275.00214233025,176.4599794,6,P-GPS,,2020-09-29 14:00:11,83.82065298226021
676,681,101141,2020-09-29 12:00:12,51.5238922239601,5.869362519055071,175.67913948,164.22900788,93.8648324,274.22130241025,0,32.902255684000004,2905.94169404,16,0,0,275.31382213025,176.7716592,35.248805744,2905.94169404,1.789552,2.9080220000000003,0.0,59.7,-3.7,12.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.22130241025,175.67913948,6,P-GPS,,2020-09-29 14:00:12,83.5826529746442
677,682,101345,2020-09-29 12:00:12,51.5238922239601,5.869362519055071,175.606961,164.1568294,93.8648324,274.14912393025,0,33.524125004,2905.94169404,16,0,0,275.31382213025,176.7716592,35.248805744,2905.94169404,1.789552,2.9080220000000003,0.0,56.5,-2.4,11.3,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.14912393025,175.606961,6,P-GPS,,2020-09-29 14:00:12,83.56065297394021
678,680,100940,2020-09-29 12:00:12,51.5238922239601,5.869362519055071,175.47244656,164.02231496,93.8648324,274.01460949025,0,32.564477744,2905.94169404,16,0,0,275.31382213025,176.7716592,35.248805744,2905.94169404,1.789552,2.684328,0.0,59.7,-5.3,6.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.01460949025,175.47244656,6,P-GPS,,2020-09-29 14:00:12,83.51965297262821
679,676,100534,2020-09-29 12:00:12,51.5238246385337,5.86918511707998,176.18438884,162.07677684,96.5223128,274.72655177025,0,31.656951186,2858.72056392,16,0,0,275.31382213025,176.7716592,35.248805744,2858.72056392,1.565858,2.684328,0.223694,58.6,-6.2,7.7,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.72655177025,176.18438884,6,P-GPS,,2020-09-29 14:00:12,83.73665297957221
680,678,100741,2020-09-29 12:00:12,51.5238922239601,5.869362519055071,176.18438884,164.73425724,93.8648324,274.72655177025,0,31.656951186,2905.94169404,16,0,0,275.31382213025,176.7716592,35.248805744,2905.94169404,1.565858,2.684328,0.223694,58.6,-6.2,7.7,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.72655177025,176.18438884,6,P-GPS,,2020-09-29 14:00:12,83.73665297957221
681,677,100597,2020-09-29 12:00:12,51.5238246385337,5.86918511707998,176.18438884,162.07677684,96.5223128,274.72655177025,0,31.656951186,2858.72056392,16,0,0,275.31382213025,176.7716592,35.248805744,2858.72056392,1.565858,2.684328,0.223694,58.6,-6.2,7.7,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.72655177025,176.18438884,6,P-GPS,,2020-09-29 14:00:12,83.73665297957221
682,679,100742,2020-09-29 12:00:12,51.5238922239601,5.869362519055071,176.18438884,164.73425724,93.8648324,274.72655177025,0,31.656951186,2905.94169404,16,0,0,275.31382213025,176.7716592,35.248805744,2905.94169404,1.565858,2.684328,0.223694,58.6,-6.2,7.7,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.72655177025,176.18438884,6,P-GPS,,2020-09-29 14:00:12,83.73665297957221
683,683,101545,2020-09-29 12:00:13,51.5238922239601,5.869362519055071,175.43307648,163.98294488,93.8648324,273.97523941025,0,33.902167864,2905.94169404,16,0,0,275.31382213025,176.7716592,35.248805744,2905.94169404,1.789552,2.9080220000000003,0.0,56.3,-1.2,5.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,273.97523941025,175.43307648,6,P-GPS,,2020-09-29 14:00:13,83.50765297224422
684,684,101665,2020-09-29 12:00:13,51.5238922239601,5.869362519055071,175.43307648,163.98294488,93.8648324,273.97523941025,0,33.902167864,2905.94169404,16,0,0,275.31382213025,176.7716592,35.248805744,2905.94169404,1.789552,2.9080220000000003,0.0,56.3,-1.2,5.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,273.97523941025,175.43307648,6,P-GPS,,2020-09-29 14:00:13,83.50765297224422
685,685,101745,2020-09-29 12:00:13,51.5239626711753,5.86954856079836,175.43307648,165.45932288,92.3884544,273.97523941025,0,33.902167864,2955.37739116,16,0,0,275.31382213025,176.7716592,35.248805744,2955.37739116,1.789552,2.9080220000000003,0.0,56.3,-1.2,5.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,273.97523941025,175.43307648,6,P-GPS,,2020-09-29 14:00:13,83.50765297224422
686,686,101746,2020-09-29 12:00:13,51.5239626711753,5.86954856079836,175.43307648,165.45932288,92.3884544,273.97523941025,0,34.284684604,2955.37739116,16,0,0,275.31382213025,176.7716592,35.248805744,2955.37739116,1.789552,2.9080220000000003,0.0,58.0,0.1,7.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,273.97523941025,175.43307648,6,P-GPS,,2020-09-29 14:00:13,83.50765297224422
687,687,101950,2020-09-29 12:00:13,51.5239626711753,5.86954856079836,175.58727596,165.61352236,92.3884544,274.12943889025,0,33.980460764,2955.37739116,16,0,0,275.31382213025,176.7716592,35.248805744,2955.37739116,1.789552,2.9080220000000003,0.0,59.0,-0.6,9.7,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.12943889025,175.58727596,6,P-GPS,,2020-09-29 14:00:13,83.5546529737482
688,688,102150,2020-09-29 12:00:13,51.5239626711753,5.86954856079836,175.87927072,165.90551712,92.3884544,274.42143365025004,0,34.064346014,2955.37739116,16,0,0,275.31382213025,176.7716592,35.248805744,2955.37739116,1.789552,2.9080220000000003,0.0,59.8,-1.1,7.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.42143365025004,175.87927072,6,P-GPS,,2020-09-29 14:00:13,83.64365297659621
689,689,102350,2020-09-29 12:00:13,51.5239626711753,5.86954856079836,175.71522872,165.74147512,92.3884544,274.25739165025004,0,34.053832396,2955.37739116,16,0,0,275.31382213025,176.7716592,35.248805744,2955.37739116,1.789552,2.9080220000000003,0.0,59.9,-2.5,6.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.25739165025004,175.71522872,6,P-GPS,,2020-09-29 14:00:13,83.59365297499622
690,696,103359,2020-09-29 12:00:14,51.5240333333333,5.86973833333333,176.37467756,166.99147516,91.7979032,274.91684049025,0,32.199856524,3005.577524,16,0,0,275.31382213025,176.7716592,35.248805744,3005.577524,1.565858,2.684328,0.0,61.8,-3.2,10.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.91684049025,176.37467756,6,P-GPS,,2020-09-29 14:00:14,83.79465298142821
691,695,103159,2020-09-29 12:00:14,51.5240333333333,5.86973833333333,176.181108,166.79790559999998,91.7979032,274.72327093025,0,32.593557964,3005.577524,16,0,0,275.31382213025,176.7716592,35.248805744,3005.577524,1.565858,2.9080220000000003,0.0,61.3,-2.4,7.0,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.72327093025,176.181108,6,P-GPS,,2020-09-29 14:00:14,83.7356529795402
692,694,102955,2020-09-29 12:00:14,51.5240333333333,5.86973833333333,175.92192164,166.53871924,91.7979032,274.46408457025,0,33.306470741999995,3005.577524,16,0,0,275.31382213025,176.7716592,35.248805744,3005.577524,1.789552,2.9080220000000003,0.0,61.1,-1.7,6.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.46408457025,175.92192164,6,P-GPS,,2020-09-29 14:00:14,83.6566529770122
693,692,102754,2020-09-29 12:00:14,51.5240333333333,5.86973833333333,175.87927072,166.49606832,91.7979032,274.42143365025004,0,33.46797781,3005.577524,16,0,0,275.31382213025,176.7716592,35.248805744,3005.577524,1.789552,2.9080220000000003,0.0,60.8,-2.0,8.3,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.42143365025004,175.87927072,6,P-GPS,,2020-09-29 14:00:14,83.64365297659621
694,691,102725,2020-09-29 12:00:14,51.5239626711753,5.86954856079836,175.87927072,165.90551712,92.3884544,274.42143365025004,0,33.46797781,2955.37739116,16,0,0,275.31382213025,176.7716592,35.248805744,2955.37739116,1.789552,2.9080220000000003,0.0,60.8,-2.0,8.3,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.42143365025004,175.87927072,6,P-GPS,,2020-09-29 14:00:14,83.64365297659621
695,690,102555,2020-09-29 12:00:14,51.5239626711753,5.86954856079836,175.87927072,165.90551712,92.3884544,274.42143365025004,0,33.46797781,2955.37739116,16,0,0,275.31382213025,176.7716592,35.248805744,2955.37739116,1.789552,2.9080220000000003,0.0,60.8,-2.0,8.3,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.42143365025004,175.87927072,6,P-GPS,,2020-09-29 14:00:14,83.64365297659621
696,693,102755,2020-09-29 12:00:14,51.5240333333333,5.86973833333333,175.87927072,166.49606832,91.7979032,274.42143365025004,0,33.46797781,3005.577524,16,0,0,275.31382213025,176.7716592,35.248805744,3005.577524,1.789552,2.9080220000000003,0.0,60.8,-2.0,8.3,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.42143365025004,175.87927072,6,P-GPS,,2020-09-29 14:00:14,83.64365297659621
697,697,103559,2020-09-29 12:00:15,51.5240333333333,5.86973833333333,176.26969068,166.88648828,91.7979032,274.81185361025,0,32.199856524,3005.577524,16,0,0,275.31382213025,176.7716592,35.248805744,3005.577524,1.565858,2.684328,0.0,61.9,-3.2,9.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.81185361025,176.26969068,6,P-GPS,,2020-09-29 14:00:15,83.76265298040421
698,698,103768,2020-09-29 12:00:15,51.52410049271089,5.86991855359971,176.26969068,167.44423108,91.2401604,274.81185361025,0,32.199856524,3053.25797172,16,0,0,275.31382213025,176.7716592,35.248805744,3053.25797172,1.565858,2.684328,0.0,61.9,-3.2,9.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.81185361025,176.26969068,6,P-GPS,,2020-09-29 14:00:15,83.76265298040421
699,699,103794,2020-09-29 12:00:15,51.52410049271089,5.86991855359971,176.20079304,167.37533344,91.2401604,274.74295597025,0,31.754258076,3053.25797172,16,0,0,275.31382213025,176.7716592,35.248805744,3053.25797172,1.565858,2.684328,0.0,62.6,-3.6,7.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.74295597025,176.20079304,6,P-GPS,,2020-09-29 14:00:15,83.74165297973221
700,700,103967,2020-09-29 12:00:15,51.52410049271089,5.86991855359971,175.87927072,167.05381112,91.2401604,274.42143365025004,0,31.885790148,3053.25797172,16,0,0,275.31382213025,176.7716592,35.248805744,3053.25797172,1.565858,2.684328,0.0,63.2,-3.8,7.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.42143365025004,175.87927072,6,P-GPS,,2020-09-29 14:00:15,83.64365297659621
701,701,104167,2020-09-29 12:00:15,51.52410049271089,5.86991855359971,176.0498744,167.2244148,91.2401604,274.59203733025004,0,31.697216106,3053.25797172,16,0,0,275.31382213025,176.7716592,35.248805744,3053.25797172,1.565858,2.684328,0.223694,64.0,-3.7,7.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.59203733025004,176.0498744,6,P-GPS,,2020-09-29 14:00:15,83.69565297826021
702,702,104369,2020-09-29 12:00:15,51.52410049271089,5.86991855359971,175.61680352,166.79134392,91.2401604,274.15896645025003,0,31.905251526,3053.25797172,16,0,0,275.31382213025,176.7716592,35.248805744,3053.25797172,1.565858,2.684328,0.223694,65.3,-3.5,6.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,274.15896645025003,175.61680352,6,P-GPS,,2020-09-29 14:00:15,83.56365297403622
703,707,105178,2020-09-29 12:00:16,51.524165813567,5.87009695834753,174.30118668,164.85236748,91.86352,272.84334961025,0,32.338994192,3100.23631968,16,0,0,275.31382213025,176.7716592,35.248805744,3100.23631968,1.565858,2.684328,0.223694,63.8,-0.7,8.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.84334961025,174.30118668,6,P-GPS,,2020-09-29 14:00:16,83.1626529612042
704,706,104977,2020-09-29 12:00:16,51.524165813567,5.87009695834753,174.58661976,165.13780056,91.86352,273.12878269025003,0,32.094944038,3100.23631968,16,0,0,275.31382213025,176.7716592,35.248805744,3100.23631968,1.565858,2.684328,0.223694,64.8,-2.2,10.8,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,273.12878269025003,174.58661976,6,P-GPS,,2020-09-29 14:00:16,83.24965296398821
705,708,105378,2020-09-29 12:00:16,51.524165813567,5.87009695834753,174.20276148,164.75394228,91.86352,272.74492441025,0,32.381719746,3100.23631968,16,0,0,275.31382213025,176.7716592,35.248805744,3100.23631968,1.565858,2.9080220000000003,0.0,65.1,-0.3,6.9,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.74492441025,174.20276148,6,P-GPS,,2020-09-29 14:00:16,83.1326529602442
706,704,104769,2020-09-29 12:00:16,51.524165813567,5.87009695834753,175.35761716,165.90879796,91.86352,273.89978009025003,0,31.960056556,3100.23631968,16,0,0,275.31382213025,176.7716592,35.248805744,3100.23631968,1.565858,2.684328,0.223694,66.5,-3.9,8.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,273.89978009025003,175.35761716,6,P-GPS,,2020-09-29 14:00:16,83.48465297150821
707,705,104871,2020-09-29 12:00:16,51.524165813567,5.87009695834753,174.786751,165.3379318,91.86352,273.32891393025,0,32.073469414,3100.23631968,16,0,0,275.31382213025,176.7716592,35.248805744,3100.23631968,1.565858,2.684328,0.223694,66.5,-2.1,9.6,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,273.32891393025,174.786751,6,P-GPS,,2020-09-29 14:00:16,83.3106529659402
708,703,104569,2020-09-29 12:00:16,51.52410049271089,5.86991855359971,175.35761716,166.53215756,91.2401604,273.89978009025003,0,31.960056556,3053.25797172,16,0,0,275.31382213025,176.7716592,35.248805744,3053.25797172,1.565858,2.684328,0.223694,66.5,-3.9,8.4,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,273.89978009025003,175.35761716,6,P-GPS,,2020-09-29 14:00:16,83.48465297150821
709,709,105579,2020-09-29 12:00:17,51.524165813567,5.87009695834753,173.98950688,164.54068768,91.86352,272.53166981025004,0,31.99383435,3100.23631968,16,0,0,275.31382213025,176.7716592,35.248805744,3100.23631968,1.565858,2.684328,0.0,67.6,-1.1,7.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.53166981025004,173.98950688,6,P-GPS,,2020-09-29 14:00:17,83.06765295816422
710,710,105779,2020-09-29 12:00:17,51.5242302906864,5.87027839731431,173.98950688,163.03150128,93.3727064,272.53166981025004,0,31.99383435,3147.637896,16,0,0,275.31382213025,176.7716592,35.248805744,3147.637896,1.565858,2.684328,0.0,67.6,-1.1,7.1,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.53166981025004,173.98950688,6,P-GPS,,2020-09-29 14:00:17,83.06765295816422
711,711,105780,2020-09-29 12:00:17,51.5242302906864,5.87027839731431,173.48097668,162.52297108,93.3727064,272.02313961025004,0,32.358231876,3147.637896,16,0,0,275.31382213025,176.7716592,35.248805744,3147.637896,1.565858,2.9080220000000003,0.0,70.0,-0.7,11.2,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.02313961025004,173.48097668,6,P-GPS,,2020-09-29 14:00:17,82.91265295320422
712,712,105932,2020-09-29 12:00:17,51.5242302906864,5.87027839731431,173.48097668,162.52297108,93.3727064,272.02313961025004,0,32.358231876,3147.637896,16,0,0,275.31382213025,176.7716592,35.248805744,3147.637896,1.565858,2.9080220000000003,0.0,70.0,-0.7,11.2,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.02313961025004,173.48097668,6,P-GPS,,2020-09-29 14:00:17,82.91265295320422
713,713,105979,2020-09-29 12:00:17,51.5242302906864,5.87027839731431,173.55971684,162.60171124,93.3727064,272.10187977025004,0,32.358231876,3147.637896,16,0,0,275.31382213025,176.7716592,35.248805744,3147.637896,1.565858,2.9080220000000003,0.0,70.0,-0.9,8.5,0,0,1024,1024,1024,1024,0,0,81,,,,,,,0,32,272.10187977025004,173.55971684,6,P-GPS,,2020-09-29 14:00:17,82.93665295397221
